VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
12331,STELLAR IMPORTING CO LLC,17469,Zacharias Ambelos Phos Red,6.62,9.99,750,96,635.52,74,739.26,129.87,8.3,119.23,103.74,14.03295,0.770833333,1.163236405
17035,PERNOD RICARD USA,23036,Jacobs Creek Two Lands Pnt G,6.62,8.99,750,96,635.52,72,819.78,153.35,8.07,123780.22,184.26,22.47676,0.75,1.289935801
516,BANFI PRODUCTS CORP,15036,Castello Banfi Excelsus,37.33,55.99,750,17,634.61,10,655.9,395.94,1.1,8510.41,21.29,3.24592,0.588235294,1.033548163
1392,CONSTELLATION BRANDS INC,6919,Paul Masson Rose,4.69,6.99,1500,135,633.15,120,940.8,166.79,26.94,79528.99,307.65,32.70089,0.888888889,1.485903814
4425,MARTIGNETTI COMPANIES,11437,Schug Svgn Bl Sonoma Vly,10.73,15.99,750,59,633.07,540,8634.6,5980.26,59.76,144929.24,8001.53,92.66822,9.152542373,13.63925
4425,MARTIGNETTI COMPANIES,18364,Lost Angel Moscato,6.66,9.99,750,95,632.7,78,779.22,219.78,8.72,144929.24,146.52,18.80342,0.821052632,1.231578947
2000,SOUTHERN WINE & SPIRITS NE,25414,Falesco Tellus Cab Svgn IGT,7.53,10.99,750,84,632.52,84,923.16,87.92,9.44,19016.59,290.64,31.48317,1,1.459495352
9815,WINE GROUP INC,22750,Franzia Refreshing White Ta,10.2,14.99,5000,62,632.4,44,643.56,514.65,33,27100.41,11.16,1.73410,0.709677419,1.017647059
90024,VINILANDIA USA,23928,La Mura Rosso,4.79,8.99,750,132,632.28,120,838.8,69.9,13.5,2802.64,206.52,24.62089,0.909090909,1.326627444
3252,E & J GALLO WINERY,34136,Turning Leaf RSV Pnt Grigio,7.18,10.99,1500,88,631.84,73,802.27,208.81,16.38,61966.91,170.43,21.24347,0.829545455,1.269736009
1392,CONSTELLATION BRANDS INC,3138,Svedka 100 Vodka,9.29,13.99,750,68,631.72,333,3992.67,2505.91,262.38,79528.99,3360.95,84.17801,4.897058824,6.320315963
9165,ULTRA BEVERAGE COMPANY LLP,18268,Caprai Montefalco Rosso 09,13.15,19.99,750,48,631.2,68,813.32,565.57,7.54,68054.7,182.12,22.39217,1.416666667,1.288529785
9552,M S WALKER INC,40203,Dom La Garrigue CDR Cuvee,10.52,15.99,750,60,631.2,33,527.67,159.9,3.69,55551.82,-103.53,-19.62022,0.55,0.835979087
10754,PERFECTA WINES,42581,Roussanne Truchard Carneros,13.15,19.99,750,48,631.2,11,219.89,99.95,1.22,28720.52,-411.31,-187.05262,0.229166667,0.348368188
12331,STELLAR IMPORTING CO LLC,18164,Lyrarakis Okto White,10.52,15.99,750,60,631.2,60,959.4,31.98,6.75,119.23,328.2,34.20888,1,1.519961977
10754,PERFECTA WINES,5959,Lucano Amaro,11.9,21.99,750,53,630.7,146,2188.54,1169.22,115.04,28720.52,1557.84,71.18170,2.754716981,3.470017441
9552,M S WALKER INC,22968,Klinker Brick Marisa Znfdl,23.33,34.99,750,27,629.91,65,2274.35,1084.69,7.25,55551.82,1644.44,72.30374,2.407407407,3.610595164
9552,M S WALKER INC,640,Sobieski Orange Vodka,7.24,9.99,1000,87,629.88,73,729.27,119.88,76.65,55551.82,99.39,13.62870,0.83908046,1.15779196
3252,E & J GALLO WINERY,45239,J Vineyards Chard RRV,10.32,28.99,750,61,629.52,72,1151.28,271.83,8.05,61966.91,521.76,45.31999,1.180327869,1.82882196
90024,VINILANDIA USA,23362,Boundary Breaks Dry Rsl #239,13.1,18.99,750,48,628.8,38,721.62,208.89,4.25,2802.64,92.82,12.86273,0.791666667,1.147614504
90047,CRUSH WINES,15508,Mollydooker Enchanted Path,48.36,79.99,750,13,628.68,29,2319.71,1919.76,3.21,1457.73,1691.03,72.89834,2.230769231,3.689810396
9552,M S WALKER INC,22340,Gerard Bertrand Languedoc Rg,7.14,10.99,750,88,628.32,174,1727.26,801.17,19.39,55551.82,1098.94,63.62331,1.977272727,2.749013242
10754,PERFECTA WINES,23391,Trombetta Family Pnt Nr Gaps,48.27,69.99,750,13,627.51,57,3989.43,3009.57,6.31,28720.52,3361.92,84.27069,4.384615385,6.357556055
90024,VINILANDIA USA,25118,Foxglove Cab Svgn,10.27,14.99,750,61,626.47,41,614.59,269.82,4.57,2802.64,-11.88,-1.93300,0.672131148,0.981036602
6213,MHW LTD,5376,Bols Yogurt Liqueur,9.77,12.99,750,64,625.28,143,1857.57,584.55,112.68,9621.58,1232.29,66.33882,2.234375,2.97078109
2000,SOUTHERN WINE & SPIRITS NE,21858,Willamette Vly Elton Pnt Nr,25.97,49.99,750,24,623.28,26,1115.74,947.78,2.87,19016.59,492.46,44.13752,1.083333333,1.790110384
9552,M S WALKER INC,24170,Adelsheim Caitlins Rsv Chard,25.97,39.99,750,24,623.28,41,1639.59,1399.65,4.52,55551.82,1016.31,61.98562,1.708333333,2.630583365
1703,ALISA CARR BEVERAGES,19124,Ch la Cour d'Argent Bordeaux,23.97,34.99,750,26,623.22,16,1119.84,349.95,1.79,172,496.62,44.34741,0.615384615,1.796861461
3950,"HOOD RIVER DISTILLERS, Inc.",372,44* North Magic Valley Vodka,17.3,22.49,750,36,622.8,60,1349.4,224.9,47.2,117.52,726.6,53.84615,1.666666667,2.166666667
10754,PERFECTA WINES,25748,Duca di Salaparuta Paso Mule,14.47,21.99,750,43,622.21,43,945.57,175.92,4.83,28720.52,323.36,34.19736,1,1.519695923
4425,MARTIGNETTI COMPANIES,24963,Ch Messile Aubert Montgne St,15.17,21.99,750,41,621.97,194,4266.06,2462.88,21.54,144929.24,3644.09,85.42051,4.731707317,6.858948181
4950,LATITUDE BEVERAGE COMPANY,23979,NinetyCellars Lot 122 Chard,7.58,10.99,750,82,621.56,62,681.38,285.74,6.92,1610,59.82,8.77924,0.756097561,1.096241714
4425,MARTIGNETTI COMPANIES,25339,Le Haut Medoc de Lascombes,23.02,34.99,750,27,621.54,151,5283.49,2974.15,16.77,144929.24,4661.95,88.23618,5.592592593,8.500643563
9165,ULTRA BEVERAGE COMPANY LLP,17148,Insomnia Red,5.26,7.99,750,118,620.68,54,485.46,278.69,6,68054.7,-135.22,-27.85399,0.457627119,0.782142167
6785,PALM BAY INTERNATIONAL INC,36197,Cavit Pinot Noir Delle Vene,5.8,8.99,187,107,620.6,95,854.05,467.48,2.77,13605.41,233.45,27.33447,0.887850467,1.376168224
7153,PINE STATE TRADING CO,20316,Smith & Hook Cab Svgn,62.06,89.99,3000,10,620.6,16,1439.84,899.9,7.2,15884.82,819.24,56.89799,1.6,2.320077345
4692,KOBRAND CORPORATION,27781,Jadot Cote de Beaune Vlgs 14,20.68,29.99,750,30,620.4,9,269.91,239.92,0.99,9139.38,-350.49,-129.85440,0.3,0.435058027
12331,STELLAR IMPORTING CO LLC,45329,Nasiakos Agiorgitiko Rd,10.34,14.99,750,60,620.4,54,809.46,194.87,6.05,119.23,189.06,23.35631,0.9,1.304738878
2876,CENTEUR IMPORTS LLC,23625,Apimed Old Slavic Mead Dark,6.89,9.99,750,90,620.1,90,953.1,41.46,10.12,31.5,333,34.93862,1,1.53701016
1590,DIAGEO CHATEAU ESTATE WINES,22918,Blossom Hill Merlot,7.38,10.99,1500,84,619.92,72,791.28,65.94,16.2,7259.75,171.36,21.65605,0.857142857,1.276422764
90017,THE IMPORTED GRAPE LLC,15178,Tercos Torrontes,7.38,12.49,750,84,619.92,81,1005.69,309.25,9.06,80.03,385.77,38.35874,0.964285714,1.622289973
4692,KOBRAND CORPORATION,27789,Jadot Puligny Montrachet 14,51.61,79.99,750,12,619.32,2,159.98,79.99,0.22,9139.38,-459.34,-287.12339,0.166666667,0.258315572
9165,ULTRA BEVERAGE COMPANY LLP,20980,Valley of the Moon Blend 41,12.9,19.99,750,48,619.2,33,659.67,539.73,3.64,68054.7,40.47,6.13489,0.6875,1.065358527
9552,M S WALKER INC,24561,Ch St-Roch Chimeres CdRoussi,10.32,15.99,750,60,619.2,46,735.54,495.69,5.1,55551.82,116.34,15.81695,0.766666667,1.187887597
7153,PINE STATE TRADING CO,23951,Ch Moulin de Pillardot 10,7.28,10.99,750,85,618.8,285,3132.15,1033.06,31.86,15884.82,2513.35,80.24360,3.352941176,5.061651584
2000,SOUTHERN WINE & SPIRITS NE,1248,Tullibardine Sauterne Finish,47.44,64.99,750,13,616.72,43,2794.57,2079.68,33.94,19016.59,2177.85,77.93149,3.307692308,4.531343235
8673,STE MICHELLE WINE ESTATES,38631,Columbia Crest Gr Ests Syrah,2.95,4.49,750,209,616.55,209,938.41,157.15,23.48,15919.7,321.86,34.29844,1,1.522033898
9165,ULTRA BEVERAGE COMPANY LLP,18263,Gianni Gagliardo Dolcetto D',12.58,18.99,750,49,616.42,50,949.5,683.64,5.51,68054.7,333.08,35.07952,1.020408163,1.540345868
9165,ULTRA BEVERAGE COMPANY LLP,4748,Patron XO Cafe Incendio,16.66,23.99,750,37,616.42,212,4449.88,3085.53,167.14,68054.7,3833.46,86.14749,5.72972973,7.218909185
9165,ULTRA BEVERAGE COMPANY LLP,23266,Ornellaia Ornus,68.49,99.99,375,9,616.41,1,99.99,99.99,0.06,68054.7,-516.42,-516.47165,0.111111111,0.162213462
10754,PERFECTA WINES,19960,La Noble Chard Unoaked,9.2,13.99,750,67,616.4,45,629.55,209.85,5.05,28720.52,13.15,2.08879,0.671641791,1.02133355
9552,M S WALKER INC,25191,Cousino Macul Cab Svgn,7.33,12.99,750,84,615.72,36,445.64,226.81,4,55551.82,-170.08,-38.16534,0.428571429,0.723770545
10754,PERFECTA WINES,21443,Ch L'Englise Clinet St Emiln,102.59,204.99,750,6,615.54,6,947.94,315.98,0.68,28720.52,332.4,35.06551,1,1.540013647
3252,E & J GALLO WINERY,42752,Five Oaks Chard Cal,2.56,3.79,750,240,614.4,235,890.65,83.38,26.42,61966.91,276.25,31.01667,0.979166667,1.449625651
90017,THE IMPORTED GRAPE LLC,25548,Miolo Chardonnay,10.06,14.99,750,61,613.66,10,149.9,134.91,1.1,80.03,-463.76,-309.37959,0.163934426,0.244272072
10754,PERFECTA WINES,42423,Firesteed Willamette Pnt Nr,16.55,24.99,750,37,612.35,112,3406.88,2012.33,12.43,28720.52,2794.53,82.02608,3.027027027,5.563615579
3252,E & J GALLO WINERY,22398,Allegrini Sondraia,34.01,49.99,750,18,612.18,63,3134.37,2184.56,6.97,61966.91,2522.19,80.46880,3.5,5.120013721
9165,ULTRA BEVERAGE COMPANY LLP,26257,Luce Brunello Montalcino 11,67.97,103.99,750,9,611.73,3,311.97,311.97,0.33,68054.7,-299.76,-96.08616,0.333333333,0.509979893
4425,MARTIGNETTI COMPANIES,34803,Bregeon Muscadet Sevre et M,11.76,17.99,750,52,611.52,85,1613.15,1099.42,9.41,144929.24,1001.63,62.09156,1.634615385,2.637934982
7153,PINE STATE TRADING CO,17841,Dom de Nouelles Rose d'Anjou,7.28,14.99,750,84,611.52,84,1163.16,133.9,9.43,15884.82,551.64,47.42598,1,1.902080063
90010,VINEXTRA INC,26273,Field Stone Cab Svgn Alexand,12.74,18.99,750,48,611.52,1,18.99,18.99,0.11,524.94,-592.53,-3120.22117,0.020833333,0.031053768
10754,PERFECTA WINES,24857,Ch du Parc Brdx Rouge,8.49,12.99,750,72,611.28,101,1207.99,822.31,11.17,28720.52,596.71,49.39693,1.402777778,1.976164769
4425,MARTIGNETTI COMPANIES,24424,Adaption by Odette Chard,21.05,31.99,750,29,610.45,103,3294.97,1951.39,11.43,144929.24,2684.52,81.47328,3.551724138,5.397608322
2876,CENTEUR IMPORTS LLC,22864,Vino Dious Chard 13,8.72,12.99,750,70,610.4,51,662.49,415.68,5.68,31.5,52.09,7.86276,0.728571429,1.085337484
90047,CRUSH WINES,22934,Carol Shelton Rocky Rsv Znfd,22.6,32.99,750,27,610.2,24,782.76,650.8,2.64,1457.73,172.56,22.04507,0.888888889,1.282792527
90047,CRUSH WINES,21769,Eden Sparkling Cider,5.98,9.79,375,102,609.96,36,352.44,127.27,2.03,1457.73,-257.52,-73.06776,0.352941176,0.577808381
2000,SOUTHERN WINE & SPIRITS NE,14236,Copa di Vino Chard,1.71,2.49,187,356,608.76,604,1503.96,829.17,17.59,19016.59,895.2,59.52286,1.696629213,2.470530258
4425,MARTIGNETTI COMPANIES,35266,Vieux Telegraphe Pigeoulet,13.51,19.99,750,45,607.95,140,2798.6,1639.18,15.56,144929.24,2190.65,78.27664,3.111111111,4.60333909
90047,CRUSH WINES,19706,St Jean des Sources Picpoul,8.44,13.99,750,72,607.68,21,293.79,111.92,2.34,1457.73,-313.89,-106.84162,0.291666667,0.48346169
9552,M S WALKER INC,41087,Wrongo Dongo Jumilla,4.19,10.99,750,145,607.55,135,1098.15,519.85,15.04,55551.82,490.6,44.67514,0.931034483,1.807505555
90024,VINILANDIA USA,18846,Dom de Pouy Ugni Blanc,7.23,10.99,750,84,607.32,36,395.64,21.98,4.05,2802.64,-211.68,-53.50318,0.428571429,0.651452282
4692,KOBRAND CORPORATION,27785,Jadot Mercurey 14,20.13,29.99,750,30,603.9,14,419.86,269.91,1.55,9139.38,-184.04,-43.83366,0.466666667,0.695247558
17037,Dunn Wine Brokers,11880,R Stemmler Carneros Chard,25.16,36.99,750,24,603.84,5,184.95,147.96,0.55,358.03,-418.89,-226.48824,0.208333333,0.306289746
4425,MARTIGNETTI COMPANIES,21252,Renwood BBQ Zinfandel,8.05,11.99,750,75,603.75,96,1151.04,59.95,10.8,144929.24,547.29,47.54744,1.28,1.906484472
4425,MARTIGNETTI COMPANIES,34022,Marcel Lapierre Morgon,16.77,25.99,750,36,603.72,94,2443.06,961.63,10.49,144929.24,1839.34,75.28837,2.611111111,4.046677268
10754,PERFECTA WINES,21831,Buoncristiani Family Chard,23.22,49.99,750,26,603.72,51,1835.49,899.75,5.67,28720.52,1231.77,67.10851,1.961538462,3.040300139
3252,E & J GALLO WINERY,8908,Carlo Rossi Rhine Calif,4.57,6.99,1500,132,603.24,138,964.62,160.77,31.01,61966.91,361.38,37.46346,1.045454545,1.599065049
8112,MOET HENNESSY USA INC,33930,Dom Chandon Etoile,17.23,25.99,750,35,603.05,34,909.66,456.83,3.8,48347.26,306.61,33.70600,0.971428571,1.508432137
9552,M S WALKER INC,18786,Avante Tinto Fino Ribera Del,12.83,18.99,750,47,603.01,47,892.53,132.93,5.28,55551.82,289.52,32.43813,1,1.480124708
2000,SOUTHERN WINE & SPIRITS NE,23497,Ch Gruaud Larose 11 St Julin,54.79,79.99,750,11,602.69,34,2719.66,1439.82,3.79,19016.59,2116.97,77.83951,3.090909091,4.512535466
90024,VINILANDIA USA,44925,Montsarra Brut Cava,9.86,14.99,750,61,601.46,49,734.51,494.67,5.44,2802.64,133.05,18.11412,0.803278689,1.221211718
9165,ULTRA BEVERAGE COMPANY LLP,20426,Fattoria Illario Rose,9.86,14.99,750,61,601.46,152,2280.48,1201.2,16.93,68054.7,1679.02,73.62573,2.491803279,3.791573837
9552,M S WALKER INC,19544,Freemark Abbey Viognier,16.66,24.99,750,36,599.76,17,424.83,249.9,1.89,55551.82,-174.93,-41.17647,0.472222222,0.708333333
90047,CRUSH WINES,24368,Navarro Vyds Late Harvest Ge,12.49,18.99,375,48,599.52,48,911.52,18.99,2.7,1457.73,312,34.22854,1,1.520416333
1650,Circa Wines,16274,Vinum Cellars Chenin Blanc,9.99,14.49,750,60,599.4,17,246.33,43.47,1.91,211.97,-353.07,-143.33212,0.283333333,0.410960961
4425,MARTIGNETTI COMPANIES,43134,Two Hands Bella Gardn Shiraz,46.05,69.99,750,13,598.65,72,5039.28,3219.54,7.96,144929.24,4440.63,88.12033,5.538461538,8.417739915
10754,PERFECTA WINES,12052,Firesteed Rsl,8.55,13.99,750,70,598.5,69,1088.31,754.51,7.63,28720.52,489.81,45.00648,0.985714286,1.81839599
1392,CONSTELLATION BRANDS INC,40246,R Mondavi Pvt Sel Cab Svgn,3.56,5.49,375,168,598.08,158,867.42,378.81,8.93,79528.99,269.34,31.05070,0.94047619,1.450341091
2000,SOUTHERN WINE & SPIRITS NE,23323,Alter Ego de Palmer Mrgx 11,54.24,82.99,750,11,596.64,27,2240.73,497.94,3.03,19016.59,1644.09,73.37296,2.454545455,3.755581255
1392,CONSTELLATION BRANDS INC,21775,PopCrush White,7.18,10.99,750,83,595.94,43,472.57,263.76,4.78,79528.99,-123.37,-26.10619,0.518072289,0.792982515
90010,VINEXTRA INC,22367,Ch Massiac Viognier,9.93,16.99,750,60,595.8,51,764.49,194.87,5.71,524.94,168.69,22.06569,0.85,1.283131923
4425,MARTIGNETTI COMPANIES,25017,Ch Tertre de Viaud C d Bourg,8.16,11.99,750,73,595.68,237,2841.63,1546.71,26.31,144929.24,2245.95,79.03738,3.246575342,4.770396857
1650,Circa Wines,15323,Vinum Cellars Cab Svgn Napa,24.82,35.99,750,24,595.68,8,283.92,283.92,0.88,211.97,-311.76,-109.80558,0.333333333,0.476631749
4692,KOBRAND CORPORATION,27794,Jadot Pernand Verg Combottes,24.82,35.99,750,24,595.68,3,107.97,71.98,0.33,9139.38,-487.71,-451.70881,0.125,0.181255036
10754,PERFECTA WINES,19576,Quinta do Casal Monteiro,8.27,11.99,750,72,595.44,50,599.5,71.94,5.62,28720.52,4.06,0.67723,0.694444444,1.006818487
90024,VINILANDIA USA,24714,La Perla Rioja Blanca,8.27,11.99,750,72,595.44,9,107.91,107.91,0.99,2802.64,-487.53,-451.79316,0.125,0.181227328
9552,M S WALKER INC,36572,Matanzas Creek Merlot Sonoma,14.52,27.99,750,41,595.32,47,1188.53,343.36,5.26,55551.82,593.21,49.91123,1.146341463,1.996455688
9165,ULTRA BEVERAGE COMPANY LLP,25187,Ch Bruni Brdx Superieur,7.53,12.99,750,79,594.87,481,5462.19,3406.96,53.29,68054.7,4867.32,89.10931,6.088607595,9.182157446
9552,M S WALKER INC,23426,Mt Brave Malbec Mt Veeder,45.75,69.99,750,13,594.75,2,143.98,143.98,0.22,55551.82,-450.77,-313.07821,0.153846154,0.24208491
4425,MARTIGNETTI COMPANIES,12390,Volpe Rossa Pnt Grigio,3.86,5.99,750,154,594.44,137,820.63,227.62,15.38,144929.24,226.19,27.56297,0.88961039,1.380509387
9552,M S WALKER INC,19566,Contratto 08 Milesimato Brut,14.14,29.99,750,42,593.88,138,2965.62,1654.73,15.34,55551.82,2371.74,79.97451,3.285714286,4.993635078
4692,KOBRAND CORPORATION,25293,Croft Reserve Tawny,12.9,19.99,750,46,593.4,36,719.64,539.73,3.99,9139.38,126.24,17.54210,0.782608696,1.212740142
4692,KOBRAND CORPORATION,7436,Belle de Brillet Pear Liquer,37.03,49.99,750,16,592.48,1,49.99,49.99,0.79,9139.38,-542.49,-1085.19704,0.0625,0.084374156
7239,REMY COINTREAU USA INC,1874,Bruichladdich Octomore 61,84.61,109.99,750,7,592.27,69,7589.31,6489.41,54.43,16978.67,6997.04,92.19600,9.857142857,12.81393621
9552,M S WALKER INC,25324,Gran Moraine Y-C Pnt Nr Oreg,24.67,37.99,750,24,592.08,3,113.97,113.97,0.33,55551.82,-478.11,-419.50513,0.125,0.19249088
90017,THE IMPORTED GRAPE LLC,20952,Bouza Temp Tannat,16.44,24.99,750,36,591.84,28,699.72,349.86,3.14,80.03,107.88,15.41760,0.777777778,1.182278994
90024,VINILANDIA USA,25305,Cyprus Chard,16.44,24.99,750,36,591.84,22,549.78,274.89,2.46,2802.64,-42.06,-7.65033,0.611111111,0.928933496
90024,VINILANDIA USA,25357,Bench Cab Svgn,15.17,21.99,750,39,591.63,26,571.74,197.91,2.91,2802.64,-19.89,-3.47885,0.666666667,0.966381015
8892,TRINCHERO FAMILY ESTATES,22276,Menage a Trois Prosecco,9.86,14.99,750,60,591.6,8,119.92,104.93,0.88,11595.97,-471.68,-393.32889,0.133333333,0.20270453
90024,VINILANDIA USA,18131,Tortoise Creek Chard,8.21,11.99,750,72,591.12,57,696.43,210.83,6.37,2802.64,105.31,15.12140,0.791666667,1.178153336
4425,MARTIGNETTI COMPANIES,1267,Fitch's Goat 100% Corn Whsky,21.89,29.99,750,27,591.03,72,2159.28,1409.53,56.8,144929.24,1568.25,72.62838,2.666666667,3.653418608
9552,M S WALKER INC,21078,Justin Obtuse,6.49,9.99,375,91,590.59,91,1054.09,308.73,5.16,55551.82,463.5,43.97158,1,1.784808412
9165,ULTRA BEVERAGE COMPANY LLP,19003,Lange Pnt Gris Willamette,10.32,15.99,750,57,588.24,56,940.44,435.74,6.26,68054.7,352.2,37.45056,0.98245614,1.59873521
4692,KOBRAND CORPORATION,20265,Louis Jadot Nuits St Geo 11,49.01,74.99,750,12,588.12,12,899.88,74.99,1.35,9139.38,311.76,34.64462,1,1.530095899
9165,ULTRA BEVERAGE COMPANY LLP,26520,Albert I Noya Xarello Clsc,3.54,5.49,750,166,587.64,166,911.34,307.44,18.57,68054.7,323.7,35.51913,1,1.550847458
9552,M S WALKER INC,20770,Chehalem Pnt Nr Three Vyd,14.33,29.99,750,41,587.53,152,3266.48,1912.61,16.88,55551.82,2678.95,82.01336,3.707317073,5.559682059
4692,KOBRAND CORPORATION,16195,Croft Fine Ruby Port,8.16,11.99,750,72,587.52,16,191.84,83.93,1.79,9139.38,-395.68,-206.25521,0.222222222,0.326525054
9165,ULTRA BEVERAGE COMPANY LLP,23857,Pezzi King Chard Sonoma,12.24,17.99,750,48,587.52,10,179.9,161.91,1.1,68054.7,-407.62,-226.58143,0.208333333,0.306202342
90047,CRUSH WINES,22168,Tangent Pnt Gris,7.43,10.99,750,79,586.97,230,2527.7,1066.03,25.64,1457.73,1940.73,76.77849,2.911392405,4.306352965
4425,MARTIGNETTI COMPANIES,44302,Yellow Tail Pnt Nr,5.47,7.99,750,107,585.29,109,870.91,519.35,12.1,144929.24,285.62,32.79558,1.018691589,1.487997403
7749,R.P.IMPORTS INC,16399,Shane Judge Vyd Syrah Bennet,29.24,42.99,750,20,584.8,25,1074.75,343.92,2.8,91.5,489.95,45.58735,1.25,1.837807798
3252,E & J GALLO WINERY,27444,Renato Ratti Langhe Nebbiolo,16.23,24.99,750,36,584.28,6,164.94,164.94,0.66,61966.91,-419.34,-254.23790,0.166666667,0.282296159
1650,Circa Wines,25478,Estro d Piona Sparkling Rose,12.16,17.99,750,48,583.68,25,449.75,53.97,2.81,211.97,-133.93,-29.77877,0.520833333,0.770542078
17035,PERNOD RICARD USA,41778,Stoneleigh Pnt Nr Marlboro,6.7,13.99,750,87,582.9,137,1386.63,665.34,15.28,123780.22,803.73,57.96283,1.574712644,2.378847144
7153,PINE STATE TRADING CO,25360,Honig Cab Svgn,52.97,79.99,1500,11,582.67,10,799.9,799.9,2.2,15884.82,217.23,27.15714,0.909090909,1.372818233
10754,PERFECTA WINES,18736,A Portela Mencia,11.64,16.99,750,50,582,27,458.73,101.94,3.03,28720.52,-123.27,-26.87202,0.54,0.788195876
653,STATE WINE & SPIRITS,20119,Love Oregon Pnt Nr,11.18,16.99,750,52,581.36,39,659.61,285.83,4.34,8014.98,78.25,11.86307,0.75,1.134598184
9552,M S WALKER INC,19559,Cardinale Cab Svgn Napa Vly,145.15,224.99,750,4,580.6,5,1124.95,674.97,0.56,55551.82,544.35,48.38882,1.25,1.937564588
90024,VINILANDIA USA,26303,Brooks Pnt Nr Willamette,16.12,24.99,750,36,580.32,20,499.8,199.92,2.23,2802.64,-80.52,-16.11044,0.555555556,0.861248966
9552,M S WALKER INC,24222,Louis de Grenelle Rose,9.67,14.99,750,60,580.2,49,734.51,209.86,5.48,55551.82,154.31,21.00856,0.816666667,1.265960014
9552,M S WALKER INC,12690,Gramona Imperial Cava Gr Rsv,19.33,28.99,750,30,579.9,27,782.73,202.93,3.04,55551.82,202.83,25.91315,0.9,1.349767201
7239,REMY COINTREAU USA INC,4574,Remy Martin VS Cognac,25.19,31.99,750,23,579.37,76,2431.24,1215.62,59.92,16978.67,1851.87,76.16977,3.304347826,4.196351209
90024,VINILANDIA USA,25148,McNab Ridge Petite Sirah,12.07,17.99,750,48,579.36,26,467.74,71.96,2.92,2802.64,-111.62,-23.86368,0.541666667,0.807339133
2000,SOUTHERN WINE & SPIRITS NE,23493,Ch Bouscaut Rouge 11 GCG,24.13,34.99,750,24,579.12,46,1609.54,734.79,5.12,19016.59,1030.42,64.01953,1.916666667,2.779285813
10754,PERFECTA WINES,5126,Marzadro Le Diciotto Lune,41.35,54.99,750,14,578.9,76,4179.24,3354.39,59.97,28720.52,3600.34,86.14820,5.428571429,7.219277941
9165,ULTRA BEVERAGE COMPANY LLP,25789,Ch Pitot Brdx,6.89,11.99,750,84,578.76,525,5290.75,3734.3,58.04,68054.7,4711.99,89.06091,6.25,9.141526712
3960,DIAGEO NORTH AMERICA INC,277,Smirnoff Lime Vodka,11.1,13.99,1000,52,577.2,30,434.7,72.45,31.5,257032.07,-142.5,-32.78123,0.576923077,0.753118503
90047,CRUSH WINES,23843,Kistler Hyde Chard,48.02,72.99,750,12,576.24,12,875.88,72.99,1.35,1457.73,299.64,34.21017,1,1.51999167
3252,E & J GALLO WINERY,19374,The Naked Grape Cab Svgn,11.99,17.99,3000,48,575.52,36,575.64,143.91,16.2,61966.91,0.12,0.02085,0.75,1.000208507
8673,STE MICHELLE WINE ESTATES,21385,Ch Ste Michelle Cold Crk Cha,11.99,17.99,750,48,575.52,90,1766.1,1069.46,9.98,15919.7,1190.58,67.41294,1.875,3.068703086
1650,Circa Wines,24513,R8 Cab Svgn,7.99,11.99,750,72,575.28,29,347.71,83.93,3.25,211.97,-227.57,-65.44822,0.402777778,0.604418718
9165,ULTRA BEVERAGE COMPANY LLP,19251,Bonterra Pnt Nr,7.99,11.99,750,72,575.28,69,1075.31,327.78,7.71,68054.7,500.03,46.50101,0.958333333,1.869194132
4425,MARTIGNETTI COMPANIES,19071,J Lohr Valdiguie Monterey,5.99,8.99,750,96,575.04,87,782.13,89.9,9.78,144929.24,207.09,26.47770,0.90625,1.360131469
90011,FORTUNE WINE BROKERS LLC,40755,D Bosler Pnt Nr Casablanca,9.58,14.99,750,60,574.8,57,854.43,149.9,6.4,238.61,279.63,32.72708,0.95,1.486482255
8320,SHAW ROSS INT L IMP LTD,22279,Cruz Garcia Real Sangria Rd,4.45,6.49,750,129,574.05,113,733.37,584.1,12.44,3151.92,159.32,21.72437,0.875968992,1.2775368
4425,MARTIGNETTI COMPANIES,2710,Bitch Vodka,15.93,21.99,750,36,573.48,43,945.57,703.68,33.92,144929.24,372.09,39.35087,1.194444444,1.648828207
9744,FREDERICK WILDMAN & SONS,26826,Pellegrino Marsala Sweet,7.74,11.99,750,74,572.76,55,659.45,227.81,6.14,3999.93,86.69,13.14580,0.743243243,1.151354843
2000,SOUTHERN WINE & SPIRITS NE,40822,Scharffenberger Brut Spklg,15.06,21.99,750,38,572.28,24,481.76,361.82,2.65,19016.59,-90.52,-18.78944,0.631578947,0.84182568
10754,PERFECTA WINES,43729,Calera Reed Vyd Pnt Nr,47.64,70.99,750,12,571.68,5,354.95,283.96,0.55,28720.52,-216.73,-61.05930,0.416666667,0.620889309
10754,PERFECTA WINES,21504,Ponte Vinho Verde,6.8,9.99,750,84,571.2,72,719.28,59.94,8.1,28720.52,148.08,20.58725,0.857142857,1.259243697
90024,VINILANDIA USA,25304,Cyprus Pnt Nr,23.8,34.99,750,24,571.2,4,139.96,139.96,0.44,2802.64,-431.24,-308.11660,0.166666667,0.245028011
