VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
1590,DIAGEO CHATEAU ESTATE WINES,39923,Sterling Vintner Clt Svgn Bl,6.55,9.95,750,2038,13348.9,2002,20291.98,12102.08,222.16,7259.75,6943.08,34.21588,0.982335623,1.520123756
10754,PERFECTA WINES,25515,Bootstrap Red,5.47,7.99,750,2436,13324.92,2436,19463.64,7031.2,272.43,28720.52,6138.72,31.53942,1,1.460694698
4425,MARTIGNETTI COMPANIES,24594,Torresella Prosecco Xtra Dry,8.84,16.99,750,1507,13321.88,1401,21863.99,14377.8,155.24,144929.24,8542.11,39.06931,0.929661579,1.641209049
1392,CONSTELLATION BRANDS INC,15916,Simply Naked Pnt Grigio,4.57,6.99,750,2909,13294.13,2870,21551.3,11408.76,319.23,79528.99,8257.17,38.31402,0.986593331,1.62111398
90047,CRUSH WINES,25236,Horseshoes & Handgrenades Re,12.24,17.99,750,1086,13292.64,763,12184.37,8688.58,84.46,1457.73,-1108.27,-9.09583,0.702578269,0.91662529
4425,MARTIGNETTI COMPANIES,29489,Hess Collection Chard Napa,13.6,19.99,750,977,13287.2,901,18604.99,12374.02,99.73,144929.24,5317.79,28.58260,0.92221085,1.400219008
90032,LABELLE VYDS AND WINERY,18879,LaBelle Winery Seyval Blanc,9.99,14.99,750,1329,13276.71,1299,19472.01,13146.23,143.93,778.25,6195.3,31.81644,0.977426637,1.466629157
4425,MARTIGNETTI COMPANIES,19394,Dom du Gr Montmirall Gigonda,19.35,29.99,750,686,13274.1,675,20501.25,12140,74.95,144929.24,7227.15,35.25224,0.983965015,1.544454991
7153,PINE STATE TRADING CO,13445,Dom Pere Caboche Cote Rhone,7.23,11.99,750,1832,13245.36,1794,21411.06,13845.42,198.84,15884.82,8165.7,38.13777,0.979257642,1.616495135
4425,MARTIGNETTI COMPANIES,25640,Picket Fence Cab Svgn Alexan,12.16,17.99,750,1089,13242.24,1089,11101.11,3735.88,121.95,144929.24,-2141.13,-19.28753,1,0.838310588
8112,MOET HENNESSY USA INC,43020,Krug Grande Cuvee Brut,96.61,142.99,750,137,13235.57,118,16872.82,10438.27,13.14,48347.26,3637.25,21.55686,0.861313869,1.274808716
9552,M S WALKER INC,14437,Byron Santa Barbara Pnt Nr,11.68,19.99,750,1132,13221.76,887,16033.13,9512.74,98.56,55551.82,2811.37,17.53475,0.783568905,1.212632055
6215,MOONLIGHT MEADERY,17349,Moonlight Meadery Desire,9.65,13.99,375,1370,13220.5,1272,17795.28,14689.5,74.62,365.61,4574.78,25.70783,0.928467153,1.346036837
8892,TRINCHERO FAMILY ESTATES,43737,Menage a Trois Rose Blend,5.88,9.99,750,2248,13218.24,2403,22850.97,12806.53,267.1,11595.97,9632.73,42.15458,1.068950178,1.728745279
3960,DIAGEO NORTH AMERICA INC,895,Sambuca Romana,18.17,23.99,1000,727,13209.59,739,17728.61,8732.36,775.95,257032.07,4519.02,25.48998,1.01650619,1.342101458
3960,DIAGEO NORTH AMERICA INC,1076,Capt Morgan Jack O Blast,0.76,0.99,50,17380,13208.8,17309,17135.91,1866.15,907.38,257032.07,3927.11,22.91743,0.995914845,1.297310127
9552,M S WALKER INC,563,Berkshire Mtn Greylock Gin,25.59,31.99,750,516,13204.44,436,12765.64,8969.94,343.74,55551.82,-438.8,-3.43735,0.84496124,0.966768754
12546,JIM BEAM BRANDS COMPANY,4297,Ronrico Silver Traveler,5.42,7.99,750,2435,13197.7,3382,22072.18,15737.14,2665.67,123880.97,8874.48,40.20663,1.388911704,1.672426256
480,BACARDI USA INC,2614,Dewars Special RSV 12-Year,41.21,59.99,1750,320,13187.2,289,16094.11,12502.75,531.4,89286.27,2906.91,18.06195,0.903125,1.220434209
12546,JIM BEAM BRANDS COMPANY,184,Hornitos Plata VAP,13.04,22.99,750,1010,13170.4,1072,20719.28,10453.58,844.33,123880.97,7548.88,36.43408,1.061386139,1.573170139
9165,ULTRA BEVERAGE COMPANY LLP,344,Punt e Mes Sweet Vermouth,15.74,19.99,750,836,13158.64,774,15472.26,12893.55,610.46,68054.7,2313.62,14.95334,0.925837321,1.175825161
516,BANFI PRODUCTS CORP,6478,C Y Toro Frontera Merlot,4.72,8.99,1500,2786,13149.92,3345,32049.55,18475.26,746.53,8510.41,18899.63,58.97003,1.200646088,2.437242964
3664,WILLIAM GRANT & SONS INC,1019,Drambuie Glass Pack,20.6,29.99,750,638,13142.8,676,18167.24,13264.07,532.83,30234.42,5024.44,27.65660,1.059561129,1.38229601
9165,ULTRA BEVERAGE COMPANY LLP,18768,Cosentino The Franc,8.49,13.99,750,1548,13142.52,1379,17791.21,10350.98,153.12,68054.7,4648.69,26.12914,0.890826873,1.353713747
4425,MARTIGNETTI COMPANIES,25909,Merryvale Profile Napa,127.58,184.99,750,103,13140.74,27,4994.73,2219.88,3.03,144929.24,-8146.01,-163.09210,0.262135922,0.380095033
3252,E & J GALLO WINERY,15466,Mirassou Moscato,6.03,8.99,750,2177,13127.31,2118,21158.82,11418.57,235.34,61966.91,8031.51,37.95821,0.972898484,1.611816892
9552,M S WALKER INC,25574,Simmonet-Febvre 12 Bourgogne,8.16,11.99,750,1608,13121.28,282,3381.18,1414.82,31.48,55551.82,-9740.1,-288.06807,0.175373134,0.25768675
12546,JIM BEAM BRANDS COMPANY,2988,Sauza 901 Silver Tequila,18.51,24.99,750,708,13105.08,721,18757.79,16443.69,568.91,123880.97,5652.71,30.13527,1.018361582,1.431337313
9552,M S WALKER INC,5598,Integre Raspberry Vodka,3.99,4.99,750,3284,13103.16,559,2789.41,728.54,440.11,55551.82,-10313.75,-369.74665,0.170219245,0.21288071
7255,PSP WINES,20400,Ilauri Le Pinciaie 10 Red,9.08,13.99,750,1443,13102.44,1397,19842.03,10820.37,155.26,648.71,6739.59,33.96623,0.968121968,1.514376712
9552,M S WALKER INC,21596,Siduri Pnt Nr Sonoma Cst,14.56,21.99,750,899,13089.44,1985,43930.15,15317.13,221.64,55551.82,30840.71,70.20397,2.208008899,3.356151982
2000,SOUTHERN WINE & SPIRITS NE,10702,Kris Pnt Nr delle Venezie,8.05,11.99,750,1626,13089.3,1582,19482.18,7197.15,176.76,19016.59,6392.88,32.81399,0.972939729,1.488405033
653,STATE WINE & SPIRITS,38771,Rob Stuart Big Fire Pnt Gris,11.4,16.99,750,1148,13087.2,1375,21260.25,11676.37,152.83,8014.98,8173.05,38.44287,1.197735192,1.624507152
9165,ULTRA BEVERAGE COMPANY LLP,7363,BeatBox Fruit Punch,14.38,19.99,5000,910,13085.8,607,12133.93,8555.72,3186.75,68054.7,-951.87,-7.84470,0.667032967,0.927259319
2000,SOUTHERN WINE & SPIRITS NE,14433,F Coppola Rosso Bianco Chard,5.8,8.99,750,2256,13084.8,2244,22068.56,13635.27,248.9,19016.59,8983.76,40.70841,0.994680851,1.686579848
3252,E & J GALLO WINERY,13744,W Hill Est Chard Cntrl Cst,6.03,8.99,750,2169,13079.07,2165,19463.35,2939.73,243.29,61966.91,6384.28,32.80155,0.998155832,1.488129508
7245,PROXIMO SPIRITS INC.,585,1800 Reposado Gold Tequila,22.55,29.99,1000,580,13079,553,16584.47,8607.13,580.65,38994.78,3505.47,21.13706,0.953448276,1.268022785
2242,DELICATO VINEYARDS INC,19668,Gnarly Head Malbec,6.53,9.99,750,2001,13066.53,1984,20145.2,11694.94,220.15,7982.65,7078.67,35.13825,0.991504248,1.541740615
9165,ULTRA BEVERAGE COMPANY LLP,3292,GlenDronach 1995,135.99,169.99,750,96,13055.04,107,18188.93,11559.32,84.34,68054.7,5133.89,28.22535,1.114583333,1.393249657
516,BANFI PRODUCTS CORP,37735,Walnut Crest Vnto Pnt Grigio,7.58,10.99,1500,1722,13052.76,1692,19403.08,11340.12,377.9,8510.41,6350.32,32.72841,0.982578397,1.486511665
6359,OLE SMOKY DISTILLERY LLC,1733,Ole Smoky Moonshine Peaches,14.17,18.99,750,921,13050.57,924,15824.76,8237.2,727.61,1922,2774.19,17.53069,1.003257329,1.212572324
17031,FLAG HILL WINERY & VINEYARD,5643,Flag Hill Blueberry Liqueur,10.71,14.99,375,1217,13034.07,1168,17508.32,13985.67,457.2,1573.31,4474.25,25.55499,0.959737058,1.343273436
8673,STE MICHELLE WINE ESTATES,17134,Ch Ste Michelle Indn Wls Red,9.8,15.99,750,1330,13034,1303,21352.97,12257.53,144.78,15919.7,8318.97,38.95931,0.979699248,1.638251496
10754,PERFECTA WINES,16655,Dom Bousquet Cab Svgn Mendza,7.23,10.99,750,1802,13028.46,2197,24776.03,11989.32,244.51,28720.52,11747.57,47.41506,1.219200888,1.901685234
8004,SAZERAC CO INC,9129,Peychaud's Bitters,3.84,4.99,150,3390,13017.6,3337,16651.63,12475,532.14,50293.62,3634.03,21.82387,0.984365782,1.279162826
9165,ULTRA BEVERAGE COMPANY LLP,6510,Simply Ginger Liqueur,25.98,32.99,750,501,13015.98,98,3233.02,2441.26,77.26,68054.7,-9782.96,-302.59510,0.195608782,0.248388519
4425,MARTIGNETTI COMPANIES,31070,Treana Red Calif,12.98,24.99,750,1001,12992.98,997,29928.03,16607.51,110.83,144929.24,16935.05,56.58592,0.996003996,2.30339999
4425,MARTIGNETTI COMPANIES,12113,Peter Lehmann Layers White,5.29,7.99,750,2456,12992.24,2456,19623.44,7878.14,274.18,144929.24,6631.2,33.79224,1,1.510396975
3252,E & J GALLO WINERY,16393,Alamos Red Mendoza,4.66,9.99,750,2788,12992.08,2727,25449.13,14392.66,302.85,61966.91,12457.05,48.94882,0.978120516,1.958818757
1590,DIAGEO CHATEAU ESTATE WINES,11310,Beaulieu Tapestry 05 Rsv,38.31,58.99,750,339,12987.09,224,13565.76,7868.7,24.87,7259.75,578.67,4.26567,0.660766962,1.044557326
9165,ULTRA BEVERAGE COMPANY LLP,2201,Nikka Yoichi Single Malt,56.2,76.99,750,231,12982.2,90,6929.1,5774.25,71,68054.7,-6053.1,-87.35767,0.38961039,0.533738503
2000,SOUTHERN WINE & SPIRITS NE,33963,Falesco Vitiano Umbria,4.6,11.99,750,2822,12981.2,2948,22419.52,8212.5,329.68,19016.59,9438.32,42.09867,1.044649185,1.727076079
9552,M S WALKER INC,5614,Integre Citrus Vodka,3.99,4.99,750,3251,12971.49,396,1976.04,658.68,311.71,55551.82,-10995.45,-556.43863,0.121808674,0.152337164
8892,TRINCHERO FAMILY ESTATES,42386,Sycamore Lane Pnt Grigio Cal,5.66,8.49,1500,2291,12967.06,2235,18975.15,4796.85,502.11,11595.97,6008.09,31.66294,0.975556526,1.463334788
10754,PERFECTA WINES,10062,Terroirs du Rhone,6.03,8.99,750,2148,12952.44,2029,18518.71,11417.5,225.11,28720.52,5566.27,30.05755,0.944599628,1.429746828
4425,MARTIGNETTI COMPANIES,16918,Villa Pozzi Moscato,5.8,9.99,750,2233,12951.4,2161,21182.39,11303.48,240.51,144929.24,8230.99,38.85770,0.967756382,1.635528978
2242,DELICATO VINEYARDS INC,19191,Noble Vines 1 Red Blend,6.53,11.99,750,1981,12935.93,2005,24762.95,14464.31,222.58,7982.65,11827.02,47.76095,1.012115093,1.914276747
1392,CONSTELLATION BRANDS INC,1091,Casa Noble 3 Btl Club Pack,42.96,54.99,375,301,12930.96,75,4124.25,3134.43,29.38,79528.99,-8806.71,-213.53482,0.249169435,0.318943837
3924,HEAVEN HILL DISTILLERIES,1025,Fulton's Harvest Pumpkin Liq,5.26,6.99,750,2458,12929.08,2526,25147.74,10517.43,1988.95,14069.87,12218.66,48.58751,1.027664768,1.945052548
3252,E & J GALLO WINERY,18860,Barefoot Refresh Summer Red,3.86,5.99,750,3349,12927.14,3381,20033.19,11228.05,375.56,61966.91,7106.05,35.47139,1.009555091,1.549700088
2555,DISARONNO INTERNATIONAL LLC,1065,DiSaronno Cavalli Collection,10.07,12.99,50,1283,12919.81,1687,21914.13,15665.94,85.49,5861.03,8994.32,41.04347,1.314886984,1.696165036
3252,E & J GALLO WINERY,6314,Livingston Burgundy Calif,7.74,11.99,3000,1669,12918.06,1637,19627.63,14603.82,736.65,61966.91,6709.57,34.18431,0.980826842,1.519394553
4425,MARTIGNETTI COMPANIES,41589,Paul Hobbs Cross Cab Svgn,34.24,49.99,750,377,12908.48,292,14597.08,6898.62,32.53,144929.24,1688.6,11.56807,0.774535809,1.130813233
3664,WILLIAM GRANT & SONS INC,555,Art In The Age Sage,21.73,29.99,750,594,12907.62,652,20027.48,16053.77,514.24,30234.42,7119.86,35.55045,1.097643098,1.551601302
3960,DIAGEO NORTH AMERICA INC,1740,Glenkinchie 12 YO Scotch,40.71,59.99,750,317,12905.07,318,18790.82,14677.51,250.84,257032.07,5885.75,31.32248,1.003154574,1.45608044
9815,WINE GROUP INC,15392,Cupcake Riesling,4.96,8.99,750,2601,12900.96,2530,20423.7,12570.04,280.62,27100.41,7522.74,36.83338,0.972702807,1.583114745
480,BACARDI USA INC,803,Bacardi Gold Rum,9.92,12.99,1000,1300,12896,1250,16410,1054.74,1312.5,89286.27,3514,21.41377,0.961538462,1.272487593
6785,PALM BAY INTERNATIONAL INC,32367,Cavit Pinot Noir Delle Vene,3.94,6.99,750,3272,12891.68,3242,23083.58,12491.49,360.28,13605.41,10191.9,44.15216,0.990831296,1.790579661
3252,E & J GALLO WINERY,3635,New Amsterdam 100* Vodka,9.41,15.99,750,1369,12882.29,1027,13340.73,11353.26,810.17,61966.91,458.44,3.43639,0.750182615,1.035586841
9165,ULTRA BEVERAGE COMPANY LLP,4126,Brinley Shipwreck Mango Rum,18.37,24.99,750,701,12877.37,475,10135.25,7811.37,374.65,68054.7,-2742.12,-27.05528,0.677603424,0.787059004
4425,MARTIGNETTI COMPANIES,46422,Hob Nob Chard,6.57,9.99,750,1960,12877.2,2095,20716.05,11311.57,232.93,144929.24,7838.85,37.83950,1.068877551,1.608738701
4425,MARTIGNETTI COMPANIES,44838,Flora Springs Cab Svgn Napa,21.42,32.99,750,601,12873.42,547,20780.53,14854.09,60.47,144929.24,7907.11,38.05057,0.91014975,1.614219842
8320,SHAW ROSS INT L IMP LTD,271,Wild Shot Silver Mezcal,33.08,44.99,750,389,12868.12,110,4018.9,2930.19,86.78,3151.92,-8849.22,-220.19010,0.28277635,0.312314464
1128,BROWN-FORMAN CORP,2148,Canadian Mist Traveler,5.96,7.99,750,2158,12861.68,3006,23178.94,17460.24,2369.63,68601.68,10317.26,44.51135,1.392956441,1.802170479
3252,E & J GALLO WINERY,13933,Canyon Rd Pnt Grigio,5.91,8.99,1500,2176,12860.16,2146,19292.54,2939.73,482.6,61966.91,6432.38,33.34128,0.986213235,1.500178847
7153,PINE STATE TRADING CO,8489,Rastignac XO Cognac,43.7,58.99,750,294,12847.8,174,8734.26,6334.74,137.14,15884.82,-4113.54,-47.09661,0.591836735,0.67982534
653,STATE WINE & SPIRITS,23255,Balletto Vyds Pnt Gris,7.94,11.99,750,1617,12838.98,2560,30694.4,16857.94,284.53,8014.98,17855.42,58.17159,1.583178726,2.390719512
9165,ULTRA BEVERAGE COMPANY LLP,21883,Chusclan Les Genets CDR,4.6,7.99,750,2786,12815.6,2786,19474.14,4788.15,312.28,68054.7,6658.54,34.19170,1,1.519565217
4425,MARTIGNETTI COMPANIES,26374,Orin Swift Papillon Red,43.44,62.99,750,295,12814.8,277,17448.23,8944.58,30.86,144929.24,4633.43,26.55530,0.938983051,1.361568655
3252,E & J GALLO WINERY,13695,Red Rock Winery Malbec,6.16,8.99,750,2077,12794.32,2168,21334.32,12631.15,240.45,61966.91,8540,40.02940,1.043813192,1.667483696
9165,ULTRA BEVERAGE COMPANY LLP,20431,Januik Muscat Canelli Champx,5.33,7.99,750,2400,12792,892,7127.08,4010.98,99.12,68054.7,-5664.92,-79.48445,0.371666667,0.557151345
4425,MARTIGNETTI COMPANIES,45392,Norton RSV Malbec Mendoza,12.25,18.99,750,1043,12776.75,997,18933.03,11564.91,110.53,144929.24,6156.28,32.51608,0.955896453,1.481834582
9165,ULTRA BEVERAGE COMPANY LLP,4595,Don Pancho Origenes 18Yr Rum,68.69,89.99,750,186,12776.34,27,2429.73,2429.73,21.33,68054.7,-10346.61,-425.83373,0.14516129,0.190174181
3960,DIAGEO NORTH AMERICA INC,2897,Haig Club Scotch,47.24,59.99,750,270,12754.8,164,9918.36,7858.69,129.4,257032.07,-2836.44,-28.59787,0.607407407,0.777617838
1392,CONSTELLATION BRANDS INC,26818,Ravenswood Znfdl Napa,10.45,18.99,750,1219,12738.55,1224,21100.76,14170.81,135.53,79528.99,8362.21,39.62990,1.004101723,1.656449125
6830,PARK STREET IMPORTS LLC,2158,Sortilege Liqueur,12.4,16.99,375,1027,12734.8,1043,20849.57,12413.79,409.36,360.29,8114.77,38.92056,1.015579357,1.637212206
10000,MAJESTIC FINE WINES,32604,Kendall Jackson Vt RSV Syrah,6.5,11.99,750,1959,12733.5,1863,20758.61,13250.89,206.53,17587.59,8025.11,38.65919,0.950995406,1.630235992
8004,SAZERAC CO INC,1095,Southern Comfort wShaker,10.68,13.99,750,1192,12730.56,327,4574.73,2406.28,257.53,50293.62,-8155.83,-178.28003,0.274328859,0.359350256
7245,PROXIMO SPIRITS INC.,2902,Stranahan's Colorado Whiskey,37,49.99,750,344,12728,787,38865.13,33550.21,620.95,38994.78,26137.13,67.25085,2.287790698,3.053514299
6213,MHW LTD,4124,Blue Chair Bay Banana Cream,0.72,0.99,50,17663,12717.36,14610,14463.9,2683.89,764.11,9621.58,1746.54,12.07517,0.827152805,1.137335107
1392,CONSTELLATION BRANDS INC,21957,Cooks Spumante,4.82,6.99,750,2638,12715.16,2539,18621.61,7920.23,283.16,79528.99,5906.45,31.71826,0.962471569,1.464520305
8112,MOET HENNESSY USA INC,35967,Cloudy Bay Chard Marlboro,15.75,24.99,750,807,12710.25,597,14153.03,7849.69,66.39,48347.26,1442.78,10.19414,0.739776952,1.113513109
10754,PERFECTA WINES,38241,Hendry Block 8 Cab Svgn Napa,37.25,56.99,750,341,12702.25,130,7408.7,5471.04,14.34,28720.52,-5293.55,-71.45046,0.381231672,0.583258871
8320,SHAW ROSS INT L IMP LTD,43124,Gekkeikan Nigori Sake,4.1,5.99,300,3098,12701.8,3102,18580.98,6355.39,136.24,3151.92,5879.18,31.64085,1.001291156,1.462861957
12546,JIM BEAM BRANDS COMPANY,1932,Jim Beam Devils Cut Bourbon,0.71,0.99,50,17841,12667.11,16608,16441.92,3577.86,868.06,123880.97,3774.81,22.95845,0.930889524,1.298000886
9165,ULTRA BEVERAGE COMPANY LLP,24497,Killibinbin Seduction Cab Sv,8.1,14.99,750,1562,12652.2,1559,19121.41,11916.27,172.95,68054.7,6469.21,33.83229,0.998079385,1.511311076
10754,PERFECTA WINES,25480,Boyle MacDonald Cab Svgn Nap,17.64,26.99,750,717,12647.88,426,11497.74,6558.57,47.31,28720.52,-1150.14,-10.00318,0.594142259,0.909064602
9552,M S WALKER INC,561,Berkshire Mtn Ice Glen Vodka,25.39,31.99,750,498,12644.22,210,6123.9,4355.51,165.59,55551.82,-6520.32,-106.47333,0.421686747,0.484324063
6785,PALM BAY INTERNATIONAL INC,19244,Trimbach Riesling,12.07,17.99,750,1047,12637.29,1071,18912.29,12180.11,118.63,13605.41,6275,33.17948,1.022922636,1.496546332
7153,PINE STATE TRADING CO,31561,Fess Parker Snt Barbr Pnt Nr,15.17,22.99,750,832,12621.44,830,18821.7,11004.16,92.05,15884.82,6200.26,32.94208,0.997596154,1.491248225
90058,ZORVINO VINEYARDS,25125,Zorvino Vyds Mango Magnifico,8.55,12.49,750,1476,12619.8,1299,16224.51,13027.07,143.35,448.68,3604.71,22.21768,0.880081301,1.285639234
4425,MARTIGNETTI COMPANIES,26377,Orin Swift D66 Grenache Cata,24.83,36.99,750,508,12613.64,269,9950.31,5844.42,29.88,144929.24,-2663.33,-26.76630,0.529527559,0.788853178
1392,CONSTELLATION BRANDS INC,38180,Rex Goliath Merlot,3.97,7.99,750,3175,12604.75,3229,20317.71,10816.84,359.04,79528.99,7712.96,37.96176,1.017007874,1.611909003
90024,VINILANDIA USA,41927,Ch Lamothe de Haux Brdx Wh,9.14,13.99,750,1377,12585.78,1344,20154.56,11941.02,149.21,2802.64,7568.78,37.55369,0.976034858,1.601375521
4425,MARTIGNETTI COMPANIES,26739,Chalk Hill Chard RRV,27.58,49.99,750,456,12576.48,442,17940.58,10507.41,49.06,144929.24,5364.1,29.89926,0.969298246,1.42651839
4425,MARTIGNETTI COMPANIES,18578,O'Shaugnessey Cab Svgn Howel,52.62,79.99,750,239,12576.18,373,33566.27,12508.61,41.64,144929.24,20990.09,62.53328,1.560669456,2.66903543
10754,PERFECTA WINES,36843,Frey Cab Svgn Organic Mendcn,11.25,16.99,750,1117,12566.25,1083,17951.17,10780.49,120.15,28720.52,5384.92,29.99760,0.969561325,1.428522431
1587,VINEYARD BRANDS INC,32074,Warre's Kings Tawny Porto,8.6,12.99,750,1461,12564.6,1409,18302.91,13639.5,155.59,6070.09,5738.31,31.35190,0.96440794,1.456704551
4425,MARTIGNETTI COMPANIES,15161,Groth Rsv Cab Svgn Napa Vly,68.96,99.99,750,182,12550.72,175,17948.25,12198.81,19.4,144929.24,5397.53,30.07274,0.961538462,1.430057399
4425,MARTIGNETTI COMPANIES,25503,Bouchaine Terraces Vyd Pnt N,16.33,24.99,750,768,12541.44,695,17368.05,9196.32,77.25,144929.24,4826.61,27.79017,0.904947917,1.384852936
480,BACARDI USA INC,4881,Bacardi Twin Pack 2/750mls,14.81,19.99,750,846,12529.26,3410,67253.9,25191.29,2686.63,89286.27,54724.64,81.37021,4.030732861,5.367747177
2000,SOUTHERN WINE & SPIRITS NE,32137,F Coppola Diamond Znfd,9.39,15.99,750,1334,12526.26,1438,21723.62,15630.68,158.93,19016.59,9197.36,42.33806,1.077961019,1.734246295
4425,MARTIGNETTI COMPANIES,21573,Casal Garcia Vinho Verde Ros,4.76,6.99,750,2630,12518.8,2538,18911.62,9429.46,282.74,144929.24,6392.82,33.80366,0.965019011,1.510657571
1587,VINEYARD BRANDS INC,35130,C Back Goats Do Roam Rouge,5.51,8.99,750,2271,12513.21,2245,19281.55,10217.23,249.61,6070.09,6768.34,35.10268,0.988551299,1.540895582
8112,MOET HENNESSY USA INC,3952,Belvedere Mango Passion,16.42,22.99,750,762,12512.04,1119,23559.81,17308.89,882.19,48347.26,11047.77,46.89244,1.468503937,1.882971122
9552,M S WALKER INC,27708,Ch Puech-Haut Prestige Langu,12.41,18.99,750,1008,12509.28,0,0,0,0,55551.82,-12509.28,#NAME?,0,0
1590,DIAGEO CHATEAU ESTATE WINES,11067,Sterling Chard,8.24,15.99,750,1518,12508.32,2507,40275.33,22961.89,278.45,7259.75,27767.01,68.94297,1.651515152,3.219883246
1392,CONSTELLATION BRANDS INC,2346,Black Velvet Toasted Caramel,13.76,18.99,1750,909,12507.84,379,7197.21,5469.12,696.74,79528.99,-5310.63,-73.78734,0.416941694,0.575415899
3252,E & J GALLO WINERY,33961,Allegrini Amarone Clsc,53.68,79.99,750,233,12507.44,155,12398.45,6319.21,17.27,61966.91,-108.99,-0.87906,0.665236052,0.991285987
3924,HEAVEN HILL DISTILLERIES,3162,Burnett's Peach Vodka,0.76,0.99,50,16450,12502,19371,19177.29,6038.01,1007.11,14069.87,6675.29,34.80831,1.177568389,1.53393777
10050,Russian Standard Vodka,4687,DeLuze VS Cognac,17.55,22.99,750,712,12495.6,323,7433.77,5916.43,254.77,732.6,-5061.83,-68.09237,0.453651685,0.594911009
7153,PINE STATE TRADING CO,24603,Zeni 11 Amarone Classico,20.13,29.99,750,620,12480.6,595,17844.05,12085.97,65.87,15884.82,5363.45,30.05736,0.959677419,1.429742961
6785,PALM BAY INTERNATIONAL INC,24018,Fontanafredda Barolo Serralu,24.99,36.99,1000,499,12470.01,530,19604.7,13094.46,79.5,13605.41,7134.69,36.39275,1.062124248,1.572147897
7153,PINE STATE TRADING CO,23947,Ch Larose Trintaudon 09,15.48,23.99,750,805,12461.4,777,18640.23,10387.67,86.32,15884.82,6178.83,33.14782,0.965217391,1.495837546
3252,E & J GALLO WINERY,36153,Edna Valley Paragon Pnt Nr,9.58,13.99,750,1300,12454,1276,16405.24,10094.28,141.59,61966.91,3951.24,24.08523,0.981538462,1.317266742
3960,DIAGEO NORTH AMERICA INC,7788,Piehole Apple Pie,7.96,12.99,750,1564,12449.44,1556,21978.44,16194.54,1226.41,257032.07,9529,43.35613,0.99488491,1.765415954
4425,MARTIGNETTI COMPANIES,43043,Yellow Tail Rsl,4.51,6.99,750,2758,12438.58,2848,21859.52,12821.28,316.45,144929.24,9420.94,43.09765,1.032632342,1.757396745
10754,PERFECTA WINES,23153,Butternut Pnt Nr Cal,6.02,8.79,750,2065,12431.3,1432,20259.68,12613.26,158.91,28720.52,7828.38,38.64020,0.69346247,1.629731404
17035,PERNOD RICARD USA,143,Chivas Regal,29.59,37.99,1000,420,12427.8,424,15709.76,484.87,445.2,123780.22,3281.96,20.89122,1.00952381,1.264082138
2242,DELICATO VINEYARDS INC,15139,Massimo Malbec Mendoza,6.66,9.99,750,1865,12420.9,1853,19375.47,11205.32,205.69,7982.65,6954.57,35.89368,0.993565684,1.559908702
7245,PROXIMO SPIRITS INC.,3662,Three Olives Blueberry Vodka,8.75,14.99,750,1418,12407.5,2145,24990.55,16282.07,1690.28,38994.78,12583.05,50.35123,1.512693935,2.0141487
8352,LUXCO INC,5536,St Brendans Irish Cream,1.15,1.49,50,10789,12407.35,10338,15403.62,7153.49,531.6,10261.6,2996.27,19.45173,0.958198165,1.241491535
3960,DIAGEO NORTH AMERICA INC,2868,Mortlach Single Malt Scotch,70.86,94.99,750,175,12400.5,184,19488.16,16673.43,145.22,257032.07,7087.66,36.36906,1.051428571,1.571562437
1392,CONSTELLATION BRANDS INC,18758,Mouton Cadet Sauvignon Blanc,6.62,9.99,750,1873,12399.26,1813,20190.87,13217.21,200.63,79528.99,7791.61,38.58977,0.96796583,1.628393146
3252,E & J GALLO WINERY,14690,Bridlewood Pnt Nr Monterey C,6.84,13.99,750,1809,12373.56,2115,22869.85,11632.45,235.55,61966.91,10496.29,45.89575,1.169154229,1.84828376
8352,LUXCO INC,8351,Arrow Kirsch,8.26,10.99,750,1496,12356.96,1549,17023.51,14792.54,1222.13,10261.6,4666.55,27.41238,1.035427807,1.377645473
